Timestamp,Open,High,Low,Close,Volume
2024-02-16 18:30:00,51961.6,51980.0,51847.8,51975.7,15.29
2024-02-16 18:45:00,51975.7,52061.5,51975.7,51994.4,39.486
2024-02-16 19:00:00,51994.4,52012.5,51900.0,51978.6,18.111
2024-02-16 19:15:00,51978.7,52049.9,51884.2,51917.4,32.97
2024-02-16 19:30:00,51917.4,51927.4,51825.0,51926.0,47.772
2024-02-16 19:45:00,51929.0,51938.9,51650.1,51773.9,136.7255
2024-02-16 20:00:00,51773.8,51887.9,51712.9,51807.7,121.5909687
2024-02-16 20:15:00,51807.7,51844.6,51749.8,51794.4,27.512
2024-02-16 20:30:00,51794.5,51915.0,51777.1,51896.4,16.623
2024-02-16 20:45:00,51896.4,51914.5,51806.9,51843.4,16.611
2024-02-16 21:00:00,51838.9,51873.5,51765.7,51864.2,12.845
2024-02-16 21:15:00,51864.1,51923.0,51857.2,51919.9,15.386
2024-02-16 21:30:00,51920.0,52019.5,51902.7,52019.5,23.794
2024-02-16 21:45:00,52019.5,52022.5,51888.0,52004.7,56.062
2024-02-16 22:00:00,52004.6,52013.9,51924.1,51934.4,7.179
2024-02-16 22:15:00,51934.3,51990.0,51898.2,51912.2,15.599
2024-02-16 22:30:00,51912.1,51998.4,51912.1,51962.3,16.747
2024-02-16 22:45:00,51962.3,52022.0,51957.9,52005.7,6.456
2024-02-16 23:00:00,52005.8,52095.4,51980.0,52040.8,44.553
2024-02-16 23:15:00,52040.8,52198.5,52040.7,52123.7,35.946
2024-02-16 23:30:00,52123.6,52274.6,52016.3,52197.8,144.581
2024-02-16 23:45:00,52197.8,52249.6,52092.8,52135.2,81.547
2024-02-17 00:00:00,52135.2,52231.3,52086.5,52138.1,60.428
2024-02-17 00:15:00,52138.1,52170.2,52083.7,52087.4,21.67
2024-02-17 00:30:00,52087.4,52121.9,52049.4,52118.0,17.31
2024-02-17 00:45:00,52118.0,52118.0,51943.9,51943.9,172.141
2024-02-17 01:00:00,51950.1,52001.4,51933.9,51945.9,72.5
2024-02-17 01:15:00,51945.9,51976.8,51879.0,51897.2,13.213
2024-02-17 01:30:00,51900.0,51945.8,51877.4,51877.5,10.954
2024-02-17 01:45:00,51877.4,51951.8,51844.5,51951.7,13.111
2024-02-17 02:00:00,51951.7,52008.3,51927.6,52008.3,6.713
2024-02-17 02:15:00,52008.2,52008.2,51946.3,51946.4,5.741
2024-02-17 02:30:00,51946.4,51946.4,51881.5,51886.1,7.812
2024-02-17 02:45:00,51886.1,52000.0,51882.1,51929.9,43.753
2024-02-17 03:00:00,51929.9,51936.2,51915.8,51917.5,2.165
2024-02-17 03:15:00,51917.5,51963.4,51897.5,51900.1,9.001
2024-02-17 03:30:00,51900.1,51947.1,51900.1,51947.0,4.213
2024-02-17 03:45:00,51947.1,51964.7,51922.5,51960.1,18.262
2024-02-17 04:00:00,51960.0,51974.6,51929.7,51937.1,5.434
2024-02-17 04:15:00,51937.0,51993.4,51937.0,51985.9,10.075
2024-02-17 04:30:00,51985.8,52015.8,51985.8,52000.4,5.913
2024-02-17 04:45:00,52000.3,52067.3,52000.3,52028.5,5.885
2024-02-17 05:00:00,52028.4,52028.5,51915.2,51915.2,18.968
2024-02-17 05:15:00,51915.2,51915.2,51762.7,51849.0,33.95
2024-02-17 05:30:00,51849.1,51884.7,51815.3,51878.3,9.85
2024-02-17 05:45:00,51880.0,51918.7,51878.3,51918.6,12.286
2024-02-17 06:00:00,51918.6,51946.4,51916.9,51946.3,5.74
2024-02-17 06:15:00,51946.4,51949.8,51900.4,51913.8,2.677
2024-02-17 06:30:00,51913.8,51934.5,51907.1,51907.1,5.455
2024-02-17 06:45:00,51907.1,51952.4,51907.0,51937.1,1.852
2024-02-17 07:00:00,51937.0,51958.0,51933.2,51957.9,3.48
2024-02-17 07:15:00,51957.9,51958.6,51932.5,51946.1,3.085
2024-02-17 07:30:00,51946.1,51966.7,51946.1,51960.5,7.521
2024-02-17 07:45:00,51960.4,51960.9,51928.2,51929.3,9.31
2024-02-17 08:00:00,51929.3,51929.4,51830.0,51869.6,10.671
2024-02-17 08:15:00,51869.7,51869.7,51809.2,51815.0,10.968
2024-02-17 08:30:00,51815.0,51836.2,51739.6,51785.7,24.3235
2024-02-17 08:45:00,51785.6,51797.4,51628.4,51752.8,57.337
2024-02-17 09:00:00,51752.7,51777.8,51630.9,51718.3,30.528
2024-02-17 09:15:00,51718.4,51782.0,51663.9,51728.7,15.226
2024-02-17 09:30:00,51728.7,51797.2,51728.7,51755.7,11.494
2024-02-17 09:45:00,51758.9,51758.9,51665.0,51672.6,10.134
2024-02-17 10:00:00,51672.4,51704.0,51572.2,51626.5,60.8365
2024-02-17 10:15:00,51626.5,51640.0,51511.0,51587.7,39.665
2024-02-17 10:30:00,51587.7,51712.4,51577.7,51634.0,22.412
2024-02-17 10:45:00,51634.1,51745.2,51626.6,51739.6,8.501
2024-02-17 11:00:00,51738.1,51777.4,51712.6,51754.9,26.678
2024-02-17 11:15:00,51755.0,51776.7,51719.1,51740.8,18.856
2024-02-17 11:30:00,51740.8,51825.3,51728.7,51748.2,8.684
2024-02-17 11:45:00,51748.2,51775.5,51706.0,51713.4,8.593
2024-02-17 12:00:00,51713.5,51718.0,51662.8,51662.8,16.059
2024-02-17 12:15:00,51662.8,51723.0,51651.1,51651.1,7.7
2024-02-17 12:30:00,51653.9,51653.9,51572.0,51626.1,26.066
2024-02-17 12:45:00,51626.0,51780.1,51626.0,51741.2,43.328
2024-02-17 13:00:00,51741.2,51751.7,51594.3,51599.0,13.109
2024-02-17 13:15:00,51598.8,51621.4,51338.0,51390.0,107.4865
2024-02-17 13:30:00,51396.9,51455.1,51105.4,51280.3,203.147
2024-02-17 13:45:00,51280.2,51331.5,51135.4,51218.9,68.618
2024-02-17 14:00:00,51218.8,51363.5,51199.9,51241.7,74.583
2024-02-17 14:15:00,51241.8,51373.5,51200.1,51237.9,53.746
2024-02-17 14:30:00,51229.1,51246.5,50655.3,50804.9,320.5545
2024-02-17 14:45:00,50804.8,50937.8,50662.9,50877.0,108.051
2024-02-17 15:00:00,50876.9,50876.9,50680.0,50817.1,64.47
2024-02-17 15:15:00,50817.0,51047.4,50801.0,51035.1,102.379
2024-02-17 15:30:00,51035.2,51231.9,51028.5,51069.3,105.479
2024-02-17 15:45:00,51070.3,51080.1,50967.7,51014.5,61.161
2024-02-17 16:00:00,51013.1,51013.1,50828.9,50841.6,41.826
2024-02-17 16:15:00,50841.5,50877.2,50768.0,50876.7,39.206
2024-02-17 16:30:00,50871.4,50983.4,50800.0,50942.3,57.672
2024-02-17 16:45:00,50942.4,51080.3,50924.0,50997.8,39.33
2024-02-17 17:00:00,50997.8,51294.6,50997.8,51188.3,79.238
2024-02-17 17:15:00,51188.4,51261.6,51094.5,51094.7,58.771
2024-02-17 17:30:00,51111.7,51266.5,51090.8,51225.8,32.105
2024-02-17 17:45:00,51225.8,51309.8,51215.5,51259.0,31.437
2024-02-17 18:00:00,51259.0,51281.4,51175.5,51230.9,38.744
2024-02-17 18:15:00,51230.9,51315.4,51181.2,51315.4,52.417
2024-02-17 18:30:00,51312.6,51326.9,51256.1,51296.0,24.592
2024-02-17 18:45:00,51296.0,51345.8,51275.7,51302.0,24.015
2024-02-17 19:00:00,51302.1,51355.4,51259.6,51352.1,56.222
2024-02-17 19:15:00,51352.0,51477.9,51352.0,51455.1,54.642
2024-02-17 19:30:00,51455.2,51479.9,51390.2,51448.9,28.132
2024-02-17 19:45:00,51449.0,51449.0,51397.0,51421.1,25.662
2024-02-17 20:00:00,51421.0,51427.0,51351.8,51376.7,34.369
2024-02-17 20:15:00,51376.6,51459.2,51300.5,51411.9,41.274
2024-02-17 20:30:00,51411.9,51485.6,51380.2,51466.2,35.294
2024-02-17 20:45:00,51466.3,51599.4,51427.8,51544.6,72.731
2024-02-17 21:00:00,51544.5,51560.9,51459.6,51491.2,23.256
2024-02-17 21:15:00,51491.2,51934.5,51363.6,51860.9,329.62
2024-02-17 21:30:00,51860.9,52050.0,51844.3,51870.1,105.7985
2024-02-17 21:45:00,51852.8,51874.7,51724.0,51815.7,60.14225
2024-02-17 22:00:00,51823.4,51834.8,51715.0,51726.4,102.4909375
2024-02-17 22:15:00,51726.4,51926.8,51700.6,51812.4,33.265
2024-02-17 22:30:00,51812.5,51870.0,51630.5,51630.5,86.733
2024-02-17 22:45:00,51630.5,51739.9,51630.5,51737.1,11.569
2024-02-17 23:00:00,51737.0,51750.1,51644.6,51652.7,92.019
2024-02-17 23:15:00,51649.4,51685.9,51616.9,51668.2,20.59
2024-02-17 23:30:00,51668.2,51757.3,51660.0,51757.1,37.865
2024-02-17 23:45:00,51757.2,51796.9,51668.3,51687.2,46.813
2024-02-18 00:00:00,51687.1,51710.3,51616.9,51695.0,34.834
2024-02-18 00:15:00,51694.9,51806.1,51674.4,51688.3,15.316
2024-02-18 00:30:00,51688.4,51711.0,51536.3,51587.1,33.759
2024-02-18 00:45:00,51587.9,51720.3,51587.9,51720.1,40.876
2024-02-18 01:00:00,51720.1,51838.7,51720.1,51764.8,14.039
2024-02-18 01:15:00,51764.7,51797.8,51699.5,51730.0,21.413
2024-02-18 01:30:00,51730.0,51770.0,51625.3,51630.4,13.871
2024-02-18 01:45:00,51630.3,51639.1,51474.1,51551.6,39.389
2024-02-18 02:00:00,51551.9,51580.6,51325.9,51506.6,89.242
2024-02-18 02:15:00,51506.6,51573.3,51506.6,51548.1,32.078
2024-02-18 02:30:00,51548.0,51564.9,51280.0,51395.5,341.0
2024-02-18 02:45:00,51395.6,51400.2,51123.9,51272.7,81.803
